300		
83	13.4	0
106	18.5	0
104.7	13.5	0
115.8	9.8	0
102.3	14.1	0
88.9	17.7	0
84.2	12.8	0
84.7	17.1	0
92.4	14.5	0
107.3	17.3	0
102.4	14.6	0
103.3	11.9	0
101.9	11	0
106.9	21.4	0
101.2	19.4	0
94.6	16.7	0
94	17	0
100.7	17.7	0
101.3	9.6	0
108.7	13.5	0
101.6	14.7	0
90.5	9.4	0
99.7	17.4	0
89.3	14.3	0
104.2	16.1	0
103	13.4	0
108.2	14.3	0
105.8	16.4	0
100.8	12.1	0
102.9	16.4	0
106.1	10.1	0
102.1	16	0
82.4	14.2	0
93.1	18.5	0
95.7	18.7	0
107.4	15.9	0
97.8	13.5	0
76.5	11.8	0
111.7	14.8	0
99.8	18.8	0
92.4	13.4	0
87.6	17.1	0
91.1	15.2	0
91.6	18.1	0
105	7.3	0
93.6	12.3	0
72.4	16.7	0
93.4	17.1	0
100.6	9.8	0
86.4	14	0
107.6	20	0
105	12	0
90.3	15.9	0
78.2	17.8	0
93	13.2	0
110.6	16.3	0
96.1	12.3	0
87.9	12.3	0
107	8.8	0
76.3	15.8	0
87.2	13.7	0
96	16.5	0
87	16.2	0
103.5	12.3	0
84.9	14	0
98.8	16.2	0
101.3	14.8	0
97.8	13.9	0
91.5	16.1	0
104	12.6	0
80.9	16.3	0
89	13.1	0
75	17	0
72.2	19.2	0
91	16	0
103.1	18.8	0
92.5	13.4	0
84.6	8.7	0
97.3	14.6	0
84.1	14.4	0
99.6	15	0
94	15.6	0
100.4	14.3	0
72	16.2	0
